"PrecedingWeekToFollowingWeek","PrecedingWeekThursdayDate","PrecedingWeekThursdayOpen","PrecedingWeekThursdayHigh","PrecedingWeekThursdayLow","PrecedingWeekThursdayClose","PrecedingWeekThursdayVolume","PrecedingWeekThursdayDayOfTheWeek","PrecedingWeekFridayDate","PrecedingWeekFridayOpen","PrecedingWeekFridayHigh","PrecedingWeekFridayLow","PrecedingWeekFridayClose","PrecedingWeekFridayVolume","PrecedingWeekFridayDayOfTheWeek","Unnamed..15","PrecedingWeekFridayVolumeToPrecedingWeekThursdayVolumeRatio","FollowingWeekMondayDate","FollowingWeekMondayOpen","FollowingWeekMondayHigh","FollowingWeekMondayLow","FollowingWeekMondayClose","FollowingWeekMondayVolume","FollowingWeekMondayDayOfTheWeek","didFridayCloseHigherThanThursdayClose","FridayCloseComparedToThursdayCloseChangeInPercent","wasFridayIntradayPositive","FridayIntradayChangeInPercent","WasMondayOpenHigherThanFridayClose","MondayOpenComparedToFridayCloseChangeInPercent","MondayOpenToFridayCloseRatio","WasMondayCloseHigherThanFridayClose","MondayCloseComparedToFridayCloseChangeInPercent","fridayWasATripleWitchDay","NFPDayOrNot","NFPOutcome","CSIOutcome","CSIActualMinusExpected","CSIDayOrNot","wasItFOMCWeek","FOMCMeetingDate","FOMCAction","FOMCActualVSExpected","FOMCActionSpecial","PrecedingWeekFridayMonth","NFPOutcomeIsShock","CSIOutcomeIsShock","PrecedingWeekFridayVolumePrecedingWeekThursdayVolumeRATIO","Month","Monthclose","non_random_modelOPEN_predict","mixed_modelOPEN_predict","non_random_modelCLOSE_predict","mixed_modelCLOSE_predict"
"2/26/18 to 3/5/18","3/1/18",271.410004,273.170013,266,267.700012,176855100,"Thursday","2018-03-02",265.799988,269.720001,264.820007,269.079987,139083200,"Friday",NA,0.786424593,"3/5/18",267.730011,272.890015,267.609985,272.190002,97307400,"Monday",1,0.515493066171399,1,1.23401021372508,0,-0.501700634,0.994982994,1,1.15579572998864,0,0,"Baseline","Baseline",0.200000000000003,1,0,"","","","","Mar",0,0,0.786424592788107,"Odd","Odd",1,1,1,1
"3/5/18 to 3/12/18","3/8/18",273.549988,274.23999,272.420013,274.100006,66901200,"Thursday","2018-03-09",275.700012,278.869995,275.339996,278.869995,113625300,"Friday",NA,1.698404513,"3/12/18",279.200012,279.910004,278.079987,278.519989,71924800,"Monday",1,1.7402367368062,1,1.14979429163028,1,0.118340806080625,1.001183408,0,-0.125508662,0,1,"Baseline","",0,0,0,"","","","","Mar",0,0,1.69840451292354,"Odd","Odd",1,1,1,1
"3/12/18 to 3/19/18","3/15/18",275.880005,276.609985,274.429993,275,83433000,"Thursday","2018-03-16",274.5,275.390015,274.140015,274.200012,100343700,"Friday",NA,1.202685988,"3/19/18",273.350006,274.399994,268.619995,270.48999,109208400,"Monday",0,-0.290904727,0,-0.109285246,0,-0.309994881,0.996900051,0,-1.353034952,1,0,"Baseline","Baseline",2.7,1,0,"","","","","Mar",0,0,1.20268598755888,"Odd","Odd",1,1,0,0
"3/19/18 to 3/26/18","3/22/18",267.910004,268.869995,263.359985,263.670013,148785900,"Thursday","2018-03-23",264.170013,264.540009,257.829987,258.049988,183534800,"Friday",NA,1.233549684,"3/26/18",262.130005,265.429993,259.410004,265.109985,141956100,"Monday",0,-2.13146157,0,-2.31669936,1,1.58109559764831,1.015810956,1,2.735902859,0,0,"Baseline","",0,0,1,"3/21/18","Hike","Match","","Mar",0,0,1.23354968447951,"Odd","Odd",1,0,1,1
"4/2/18 to 4/9/18","4/5/18",265.549988,266.640015,264.320007,265.640015,82652600,"Thursday","2018-04-06",263.420013,265.109985,258,259.720001,179521200,"Friday",NA,2.171997009,"4/9/18",261.369995,264.839996,259.940002,261,105442900,"Monday",0,-2.228585178,0,-1.404605504,1,0.63529724073888,1.006352972,1,0.492838054470813,0,1,"Baseline","",0,0,0,"","","","","Apr",0,0,2.1719970091685,"Even","Even",1,1,1,1
"4/9/18 to 4/16/18","4/12/18",265.26001,267,265.059998,265.929993,68890500,"Thursday","2018-04-13",267.410004,267.540009,264.01001,265.149994,85079200,"Friday",NA,1.234991762,"4/16/18",267,268.200012,266.070007,267.329987,63405300,"Monday",0,-0.293309901,0,-0.845147888,1,0.69772055133443,1.006977206,1,0.822173505310366,0,0,"Baseline","Baseline",-2.8,1,0,"","","","","Apr",0,0,1.23499176228943,"Even","Even",1,1,1,1
"4/16/18 to 4/23/18","4/19/18",269.649994,269.880005,267.720001,268.890015,77655900,"Thursday","2018-04-20",268.809998,269.059998,265.609985,266.609985,99953100,"Friday",NA,1.287128216,"4/23/18",267.26001,267.890015,265.350006,266.570007,65558000,"Monday",0,-0.84794149,0,-0.818426776,1,0.243811198594092,1.002438112,0,-0.014994937,0,0,"Baseline","",0,0,0,"","","","","Apr",0,0,1.28712821562818,"Even","Even",1,1,1,1
"4/23/18 to 4/30/18","4/26/18",264.790009,267.25,264.290009,266.309998,67731900,"Thursday","2018-04-27",267,267.339996,265.5,266.559998,57053600,"Friday",NA,0.842344597,"4/30/18",267.26001,267.890015,264.429993,264.51001,82182300,"Monday",1,0.093875559,0,-0.164794757,1,0.262609545787892,1.002626095,0,-0.769053127,0,0,"Baseline","Baseline",0.799999999999997,1,0,"","","","","Apr",0,0,0.842344596859087,"Even","Even",1,1,1,1
"4/30/18 to 5/7/18","5/3/18",262.26001,263.359985,259.049988,262.619995,136311500,"Thursday","2018-05-04",261.519989,266.790009,261.149994,266.019989,91222100,"Friday",NA,0.669217931,"5/7/18",266.890015,268.019989,266.109985,266.920013,55304900,"Monday",1,1.29464399692795,1,1.72070976953123,1,0.327052866692659,1.003270529,1,0.338329462903622,0,1,"Baseline","",0,0,1,"5/2/18","Pause","Match","","May",0,0,0.669217930988948,"Odd","Even",1,1,1,1
"5/7/18 to 5/14/18","5/10/18",270.339996,272.390015,270.220001,272.019989,72063900,"Thursday","2018-05-11",272.160004,273.149994,271.579987,272.850006,59871500,"Friday",NA,0.830811266,"5/14/18",273.339996,274.079987,272.359985,272.980011,54790600,"Monday",1,0.30513088506889,1,0.253528067996351,1,0.179582184066354,1.001795822,1,0.047647058,0,0,"Baseline","Baseline",0.299999999999997,1,0,"","","","","May",0,0,0.830811266112436,"Odd","Even",0,0,1,1
"5/14/18 to 5/21/18","5/17/18",271.940002,273.230011,271.130005,272.01001,56536400,"Thursday","2018-05-18",271.619995,272.029999,270.929993,271.329987,64368000,"Friday",NA,1.138523146,"5/21/18",273.01001,273.980011,272.570007,273.369995,58025900,"Monday",0,-0.249999256,0,-0.106769754,1,0.619180732,1.006191807,1,0.751854972815813,0,0,"Baseline","",0,0,0,"","","","","May",0,0,1.13852314615009,"Odd","Even",1,1,1,1
"5/28/18 to 6/4/18","5/31/18",272.149994,272.48999,270.26001,270.940002,93519900,"Thursday","2018-06-01",272.410004,273.940002,272.329987,273.600006,71258400,"Friday",NA,0.761959754,"6/4/18",274.529999,275.190002,274.26001,274.899994,45385200,"Monday",1,0.981768650020168,1,0.43684225341445,1,0.33990971476805,1.003399097,1,0.475141802445715,0,1,"Baseline","",0,0,0,"","","","","Jun",0,0,0.761959754020267,"Even","Odd",0,1,1,1
"6/4/18 to 6/11/18","6/7/18",277.950012,278.279999,276.339996,277.369995,72969400,"Thursday","2018-06-08",276.850006,278.25,276.660004,278.190002,72139700,"Friday",NA,0.98862948,"6/11/18",278.440002,279.369995,278.309998,278.559998,58892500,"Monday",1,0.295636519732416,1,0.484015160180269,1,0.089866637,1.000898666,1,0.133001185283436,0,0,"Baseline","",0,0,0,"","","","","Jun",0,0,0.988629480302702,"Even","Odd",0,1,1,1
"6/11/18 to 6/18/18","6/14/18",279.01001,279.329987,278.059998,278.730011,77097600,"Thursday","2018-06-15",276.600006,277.51001,275.350006,277.130005,120041600,"Friday",NA,1.55700826,"6/18/18",275.48999,276.700012,274.950012,276.559998,52917600,"Monday",0,-0.574034348,1,0.19161207104239,0,-0.591785433,0.994082146,0,-0.205682167,1,0,"Baseline","Baseline",0.799999999999997,1,1,"6/13/18","Hike","Match","","Jun",0,0,1.55700825966048,"Even","Odd",1,1,0,0
"6/18/18 to 6/25/18","6/21/18",275.959991,275.980011,273.679993,274.23999,71061400,"Thursday","2018-06-22",275.660004,275.790009,274.48999,274.73999,54898500,"Friday",NA,0.772550217,"6/25/18",273.440002,273.619995,269.100006,271,137854200,"Monday",1,0.182322060323879,0,-0.333749542,0,-0.473170287,0.995268297,0,-1.361283445,0,0,"Baseline","",0,0,0,"","","","","Jun",0,0,0.772550217136167,"Even","Odd",1,1,1,1
"6/25/18 to 7/2/18","6/28/18",269.290009,271.75,268.48999,270.890015,76650500,"Thursday","2018-06-29",272.119995,273.660004,271.149994,271.279999,97592500,"Friday",NA,1.273214134,"7/2/18",269.51001,272.040009,269.23999,271.859985,63554800,"Monday",1,0.143963963,0,-0.30868588,0,-0.652458348,0.993475417,1,0.213796078641249,0,0,"Baseline","Baseline",-1,1,0,"","","","","Jun",0,0,1.27321413428484,"Even","Odd",1,1,1,1
"7/2/18 to 7/9/18","7/5/18",272.170013,273.179993,270.959991,273.109985,56925900,"Thursday","2018-07-06",273.140015,275.839996,272.709991,275.420013,66493700,"Friday",NA,1.168074637,"7/9/18",276.549988,277.959991,276.5,277.899994,50550400,"Monday",1,0.845823341098272,1,0.834735986962576,1,0.410273381259336,1.004102734,1,0.900436018787062,0,1,"Baseline","",0,0,0,"","","","","Jul",0,0,1.16807463737947,"Even","Odd",1,1,1,1
"7/9/18 to 7/16/18","7/12/18",278.279999,279.429993,277.600006,279.369995,60124700,"Thursday","2018-07-13",279.170013,279.929993,278.660004,279.589996,48216000,"Friday",NA,0.801933315,"7/16/18",279.640015,279.799988,278.839996,279.339996,48201000,"Monday",1,0.078748972,1,0.150439868339298,1,0.017890125,1.000178901,0,-0.089416647,0,0,"Baseline","Baseline",-1,1,0,"","","","","Jul",0,0,0.801933315259785,"Even","Odd",0,0,1,1
"7/16/18 to 7/23/18","7/19/18",280.309998,280.73999,279.459991,280,61412100,"Thursday","2018-07-20",279.769989,280.480011,279.5,279.679993,82337700,"Friday",NA,1.340740668,"7/23/18",279.450012,280.429993,279.059998,280.200012,47047600,"Monday",0,-0.114288214,0,-0.032167853,0,-0.082230051,0.999177699,1,0.185933571587293,0,0,"Baseline","",0,0,0,"","","","","Jul",0,0,1.34074066836991,"Even","Odd",1,1,1,1
"7/23/18 to 7/30/18","7/26/18",283.200012,284.109985,283.089996,283.339996,57919500,"Thursday","2018-07-27",283.709991,283.820007,280.380005,281.420013,76768700,"Friday",NA,1.325437892,"7/30/18",281.51001,281.690002,279.359985,279.950012,63742500,"Monday",0,-0.677625124,0,-0.807154514,1,0.031979602,1.000319796,0,-0.522351266,0,0,"Baseline","Baseline",0.800000000000011,1,0,"","","","","Jul",0,0,1.325437892247,"Even","Odd",1,1,1,1
"7/30/18 to 8/6/18","8/2/18",279.390015,282.579987,279.160004,282.390015,63426400,"Thursday","2018-08-03",282.529999,283.660004,282.329987,283.600006,53935400,"Friday",NA,0.850361994,"8/6/18",283.640015,284.98999,283.200012,284.640015,39400900,"Monday",1,0.428482218112422,1,0.378723322757677,1,0.014107546,1.000141075,1,0.366716846966497,0,1,"Baseline","",0,0,1,"8/1/18","Pause","Match","","Aug",0,0,0.850361994374582,"Even","Even",0,0,1,1
"8/6/18 to 8/13/18","8/9/18",285.529999,285.970001,284.920013,285.070007,35717000,"Thursday","2018-08-10",283.450012,284.059998,282.359985,283.160004,77076000,"Friday",NA,2.157963995,"8/13/18",283.470001,284.160004,281.769989,282.100006,65732900,"Monday",0,-0.67001191,0,-0.102313631,1,0.109477678916832,1.001094777,0,-0.374345948,0,0,"Baseline","",0,0,0,"","","","","Aug",0,0,2.1579639947364,"Even","Even",1,1,1,1
"8/13/18 to 8/20/18","8/16/18",283.399994,285.040009,283.359985,284.059998,69967900,"Thursday","2018-08-17",283.829987,285.559998,283.369995,285.059998,65618500,"Friday",NA,0.937837208,"8/20/18",285.570007,285.970001,285.059998,285.670013,39807500,"Monday",1,0.352038304245852,1,0.433361891391691,1,0.178912861705685,1.001789129,1,0.213995300736645,0,0,"Baseline","Baseline",-2.8,1,0,"","","","","Aug",0,0,0.937837208205477,"Even","Even",0,1,1,1
"8/20/18 to 8/27/18","8/23/18",285.970001,286.940002,285.429993,285.790009,49204900,"Thursday","2018-08-24",286.440002,287.670013,286.380005,287.51001,57487400,"Friday",NA,1.168326732,"8/27/18",288.859985,289.899994,288.679993,289.779999,57072400,"Monday",1,0.601840843218569,1,0.373553970300569,1,0.469540173575164,1.004695402,1,0.789533901793524,0,0,"Baseline","",0,0,0,"","","","","Aug",0,0,1.16832673168729,"Even","Even",0,0,1,1
"9/3/18 to 9/10/18","9/6/18",289.149994,289.48999,287,288.160004,65909900,"Thursday","2018-09-07",286.980011,288.700012,286.709991,287.600006,73524800,"Friday",NA,1.115534996,"9/10/18",288.73999,289.040009,287.880005,288.100006,50210900,"Monday",0,-0.194335783,1,0.216041179258306,1,0.39637829492951,1.003963783,1,0.173852569391115,0,1,"Baseline","",0,0,0,"","","","","Sep",0,0,1.11553499550143,"Even","Even",1,1,1,1
"9/10/18 to 9/17/18","9/13/18",290.320007,291.040009,290,290.829987,51034200,"Thursday","2018-09-14",291.059998,291.269989,290,290.880005,55079900,"Friday",NA,1.079274291,"9/17/18",290.820007,290.859985,289.029999,289.339996,68244000,"Monday",1,0.017198364,0,-0.061840514,0,-0.020626375,0.999793736,0,-0.529431028,0,0,"Baseline","Baseline",4.09999999999999,1,0,"","","","","Sep",0,0,1.07927429057377,"Even","Even",1,1,0,0
"9/17/18 to 9/24/18","9/20/18",292.640015,293.940002,291.23999,293.579987,100360600,"Thursday","2018-09-21",293.089996,293.220001,291.809998,291.98999,105479700,"Friday",NA,1.051007069,"9/24/18",291.339996,291.5,290.369995,291.019989,53409600,"Monday",0,-0.541589029,0,-0.37531339,0,-0.222608316,0.997773917,0,-0.332203511,1,0,"Baseline","",0,0,0,"","","","","Sep",0,0,1.05100706851095,"Even","Even",1,1,0,0
"9/24/18 to 10/1/18","9/27/18",290.410004,291.910004,290.100006,290.690002,59249500,"Thursday","2018-09-28",289.98999,291.279999,289.950012,290.720001,70091400,"Friday",NA,1.182987198,"10/1/18",292.109985,292.929993,290.980011,291.730011,62078900,"Monday",1,0.010319928,1,0.251736620288186,1,0.478117774910151,1.004781178,1,0.347416757197922,0,0,"Baseline","Baseline",-0.4,1,1,"9/26/18","Hike","Match","","Sep",0,0,1.1829871982042,"Even","Even",0,0,1,1
"10/1/18 to 10/8/18","10/4/18",291.179993,291.23999,287.660004,289.440002,111545900,"Thursday","2018-10-05",289.690002,290.269989,286.220001,287.820007,105951700,"Friday",NA,0.949848448,"10/8/18",287.049988,288.220001,285.5,287.820007,87742200,"Monday",0,-0.559699761,0,-0.645515892,0,-0.267534911,0.997324651,0,0,0,1,"Baseline","",0,0,0,"","","","","Oct",0,0,0.949848448037983,"Even","Even",1,1,1,1
"10/8/18 to 10/15/18","10/11/18",277.079987,278.899994,270.359985,272.170013,274840500,"Thursday","2018-10-12",276.769989,277.089996,272.369995,275.950012,183186500,"Friday",NA,0.666519308,"10/15/18",275.549988,277.040009,274.299988,274.399994,102263700,"Monday",1,1.38883742493705,0,-0.296266587,0,-0.144962487,0.998550375,0,-0.561702458,0,0,"Baseline","Baseline",-1.4,1,0,"","","","","Oct",0,0,0.666519308471641,"Even","Even",1,1,1,1
"10/15/18 to 10/22/18","10/18/18",279.399994,280.070007,274.970001,276.399994,134557500,"Thursday","2018-10-19",277.130005,279.299988,275.470001,276.25,139901600,"Friday",NA,1.039716106,"10/22/18",277,277.359985,274.410004,275.01001,82415800,"Monday",0,-0.054267006,0,-0.317542303,1,0.271493212669683,1.002714932,0,-0.448865158,0,0,"Baseline","",0,0,0,"","","","","Oct",0,0,1.03971610649722,"Even","Even",1,1,1,1
"10/22/18 to 10/29/18","10/25/18",267.380005,271.809998,266.230011,270.079987,138061500,"Thursday","2018-10-26",265.920013,271,262.290009,265.329987,201574600,"Friday",NA,1.46003484,"10/29/18",268.799988,270.25,259.850006,263.859985,160749100,"Monday",0,-1.758738236,0,-0.221881006,1,1.307805815,1.013078058,0,-0.554027842,0,0,"Baseline","Baseline",-0.4,1,0,"","","","","Oct",0,0,1.46003483954614,"Even","Even",1,1,1,1
"10/29/18 to 11/5/18","11/1/18",271.600006,273.730011,270.380005,273.51001,99495000,"Thursday","2018-11-02",274.75,275.230011,269.589996,271.890015,122634100,"Friday",NA,1.232565456,"11/5/18",272.440002,274.01001,271.350006,273.390015,65622500,"Monday",0,-0.592298249,0,-1.040940855,1,0.20228289736936,1.002022829,1,0.551693669221358,0,1,"Baseline","",0,0,0,"","","","","Nov",0,0,1.23256545555053,"Even","Even",1,1,1,1
"11/5/18 to 11/12/18","11/8/18",280.109985,281.220001,279.220001,280.5,65584900,"Thursday","2018-11-09",279.029999,279.23999,276.179993,277.76001,98812600,"Friday",NA,1.506636436,"11/12/18",277.190002,277.459991,271.98999,272.570007,99673600,"Monday",0,-0.976823529,0,-0.455144251,0,-0.205216006,0.99794784,0,-1.868520598,0,0,"Baseline","Baseline",0.299999999999997,1,1,"11/8/18","Pause","Match","","Nov",0,0,1.50663643613088,"Even","Even",1,1,1,1
"11/12/18 to 11/19/18","11/15/18",268.779999,273.540009,267.01001,273.019989,135101400,"Thursday","2018-11-16",271.790009,274.75,271.209991,273.730011,126668000,"Friday",NA,0.937577257,"11/19/18",273.049988,273.380005,268.070007,269.100006,103061700,"Monday",1,0.260062276978548,1,0.713787091415856,0,-0.248428368,0.997515716,0,-1.691449536,0,0,"Baseline","",0,0,0,"","","","","Nov",0,0,0.937577256786384,"Even","Even",1,1,1,1
"11/26/18 to 12/3/18","11/29/18",273.709991,275.549988,272.429993,273.980011,82346400,"Thursday","2018-11-30",273.809998,276.279999,273.450012,275.649994,98204200,"Friday",NA,1.192574296,"12/3/18",280.279999,280.399994,277.51001,279.299988,103176300,"Monday",1,0.60952731329002,1,0.671997375347844,1,1.67966809387994,1.016796681,1,1.32414078703009,0,0,"Baseline","",0,0,0,"","","","","Nov",0,0,1.19257429590122,"Even","Even",1,1,1,1
"12/3/18 to 12/10/18","12/6/18",265.920013,269.970001,262.440002,269.839996,204185400,"Thursday","2018-12-07",269.459991,271.220001,262.630005,263.570007,161018900,"Friday",NA,0.788591643,"12/10/18",263.369995,265.160004,258.619995,264.070007,151445900,"Monday",0,-2.323595128,0,-2.185847323,0,-0.075885721,0.999241143,1,0.18970292,0,1,"Baseline","Baseline",0.400000000000006,1,0,"","","","","Dec",0,0,0.788591642693356,"Even","Even",1,1,1,1
"12/10/18 to 12/17/18","12/13/18",266.519989,267.48999,264.119995,265.369995,96662700,"Thursday","2018-12-14",262.959991,264.029999,259.850006,260.470001,116961100,"Friday",NA,1.209992065,"12/17/18",259.399994,260.649994,253.529999,255.360001,165492300,"Monday",0,-1.846476276,0,-0.946908307,0,-0.410798555,0.995892014,0,-1.961838208,0,0,"Baseline","",0,0,0,"","","","","Dec",0,0,1.20999206519164,"Even","Even",1,1,1,1
"12/17/18 to 12/24/18","12/20/18",249.860001,251.619995,244.649994,247.169998,252053400,"Thursday","2018-12-21",246.740005,249.710007,239.979996,240.699997,255345600,"Friday",NA,1.013061518,"12/24/18",239.039993,240.839996,234.270004,234.339996,147311600,"Monday",0,-2.617632015,0,-2.447924081,0,-0.689656843,0.993103432,0,-2.64229376,1,0,"Baseline","Baseline",0.700000000000003,1,1,"12/19/18","Hike","Match","","Dec",0,0,1.01306151791644,"Even","Even",1,1,0,0
"12/24/18 to 12/31/18","12/27/18",242.570007,248.289993,238.960007,248.070007,186267300,"Thursday","2018-12-28",249.580002,251.399994,246.449997,247.75,153100200,"Friday",NA,0.82193815,"12/31/18",249.559998,250.190002,247.470001,249.919998,144299400,"Monday",0,-0.128998666,0,-0.733232625,1,0.730574369323918,1.007305744,1,0.875882139253277,0,0,"Baseline","",0,0,0,"","","","","Dec",0,0,0.821938150174507,"Even","Even",1,1,1,1
"12/31/18 to 1/7/19","1/3/19",248.229996,248.570007,243.669998,244.210007,144140700,"Thursday","2019-01-04",247.589996,253.110001,247.169998,252.389999,142628800,"Friday",NA,0.989510943,"1/7/19",252.690002,255.949997,251.690002,254.380005,103139100,"Monday",1,3.34957281255063,1,1.93869020459129,1,0.118864852485698,1.001188649,1,0.788464680805368,0,1,"Baseline","",0,0,0,"","","","","Jan",0,0,0.989510943127097,"Odd","Odd",1,1,1,1
"1/7/19 to 1/14/19","1/10/19",256.26001,259.160004,255.5,258.880005,96823900,"Thursday","2019-01-11",257.679993,259.01001,257.029999,258.980011,73858100,"Friday",NA,0.762808563,"1/14/19",256.859985,258.299988,256.410004,257.399994,70908200,"Monday",1,0.038630253,1,0.504508706657705,0,-0.818606035,0.99181394,0,-0.610092259,0,0,"Baseline","",0,0,0,"","","","","Jan",0,0,0.76280856276188,"Odd","Odd",0,0,1,1
"1/21/19 to 1/28/19","1/24/19",263.209991,264.200012,262.079987,263.549988,59204100,"Thursday","2019-01-25",265.609985,266.700012,263.660004,265.779999,96883400,"Friday",NA,1.636430585,"1/28/19",263.390015,263.829987,261.790009,263.76001,85613700,"Monday",1,0.846143464821554,1,0.064008889,0,-0.899233956,0.99100766,0,-0.760022954,0,0,"Baseline","",0,0,0,"","","","","Jan",0,0,1.63643058504394,"Odd","Odd",0,0,1,1
"1/28/19 to 2/4/19","1/31/19",267.51001,270.470001,267.269989,269.929993,104012100,"Thursday","2019-02-01",270.149994,271.200012,269.179993,270.059998,85782500,"Friday",NA,0.824735776,"2/4/19",270.109985,272.029999,269.359985,271.959991,60744800,"Monday",1,0.048162488,0,-0.033313345,1,0.018509591,1.000185096,1,0.703544773039654,0,1,"Baseline","Baseline",0.400000000000006,1,1,"1/30/19","Pause","Match","","Feb",0,0,0.824735775933762,"Even","Even",1,1,1,1
"2/4/19 to 2/11/19","2/7/19",270.940002,271.549988,268.290009,270.140015,95482000,"Thursday","2019-02-08",268.75,270.579987,267.829987,270.470001,75788900,"Friday",NA,0.793750655,"2/11/19",271.200012,271.48999,270.029999,270.619995,68021400,"Monday",1,0.122153691299684,1,0.640000372093033,1,0.269904609494933,1.002699046,1,0.055456797,0,0,"Baseline","",0,0,0,"","","","","Feb",0,0,0.793750654573637,"Even","Even",1,1,1,1
"2/18/19 to 2/25/19","2/21/19",277.700012,278.100006,276.350006,277.420013,64214700,"Thursday","2019-02-22",278.109985,279.359985,277.399994,279.140015,78114600,"Friday",NA,1.216459783,"2/25/19",280.730011,281.309998,279.429993,279.519989,69030700,"Monday",1,0.619999250018066,1,0.370367860039261,1,0.569605185412054,1.005696052,1,0.136123085040317,0,0,"Baseline","",0,0,0,"","","","","Feb",0,0,1.21645978257315,"Even","Even",0,0,1,1
"2/25/19 to 3/4/19","2/28/19",278.959991,279.450012,278.320007,278.679993,69268300,"Thursday","2019-03-01",280.440002,280.880005,278.820007,280.420013,78880500,"Friday",NA,1.138767661,"3/4/19",281.600006,281.869995,276.839996,279.399994,106494600,"Monday",1,0.624379231988842,0,-0.007127728,1,0.420794859602273,1.004207949,0,-0.363746863,0,0,"Baseline","Baseline",-2,1,0,"","","","","Mar",0,0,1.13876766139778,"Odd","Odd",1,1,1,1
"3/4/19 to 3/11/19","3/7/19",276.829987,276.98999,274.070007,275.01001,94885100,"Thursday","2019-03-08",272.940002,274.649994,272.420013,274.459991,85795800,"Friday",NA,0.904207299,"3/11/19",275.26001,278.619995,275.230011,278.440002,65098900,"Monday",0,-0.199999629,1,0.556894917880161,1,0.291488386735399,1.002914884,1,1.45012429152196,0,1,"Baseline","",0,0,0,"","","","","Mar",0,0,0.904207299143912,"Odd","Odd",1,1,1,1
"3/11/19 to 3/18/19","3/14/19",281.369995,281.839996,280.670013,281.160004,67518400,"Thursday","2019-03-15",280.540009,282.209991,280.329987,281.309998,81309000,"Friday",NA,1.204249508,"3/18/19",281.549988,282.660004,281.299988,282.329987,62199800,"Monday",1,0.053348271,1,0.274466733905327,1,0.085311579,1.000853116,1,0.36258540658054,1,0,"Baseline","Baseline",2.5,1,0,"","","","","Mar",0,0,1.20424950828219,"Odd","Odd",0,0,0,0
"3/18/19 to 3/25/19","3/21/19",280.640015,285.179993,280.589996,284.730011,79550400,"Thursday","2019-03-22",283.220001,283.799988,279.179993,279.25,122659300,"Friday",NA,1.541906766,"3/25/19",278.869995,280.190002,277.640015,279.040009,85575200,"Monday",0,-1.924634141,0,-1.401737514,0,-0.136080573,0.998639194,0,-0.075198209,0,0,"Baseline","",0,0,1,"3/20/19","Pause","Match","","Mar",0,0,1.54190676602506,"Odd","Odd",1,1,1,1
"3/25/19 to 4/1/19","3/28/19",280.350006,281.209991,279.070007,280.709991,56238500,"Thursday","2019-03-29",282.390015,282.839996,281.140015,282.480011,82186800,"Friday",NA,1.461397441,"4/1/19",284.700012,286.160004,284.399994,285.829987,77617900,"Monday",1,0.63055112277781,1,0.031869399,1,0.78589667004793,1.007858967,1,1.18591612487583,0,0,"Baseline","Baseline",0.600000000000009,1,0,"","","","","Mar",0,0,1.46139744125466,"Odd","Odd",0,0,1,1
"4/1/19 to 4/8/19","4/4/19",286.779999,287.459991,286.01001,287.179993,48997500,"Thursday","2019-04-05",287.920013,288.630005,287.600006,288.570007,58621700,"Friday",NA,1.196422266,"4/8/19",288.100006,288.910004,287.369995,288.790009,53566300,"Monday",1,0.484021879616088,1,0.225755061,0,-0.162872436,0.998371276,1,0.076238692,0,1,"Baseline","",0,0,0,"","","","","Apr",0,0,1.19642226644217,"Even","Even",0,0,1,1
"4/8/19 to 4/15/19","4/11/19",288.829987,288.839996,287.579987,288.209991,55093100,"Thursday","2019-04-12",290,290.470001,288.26001,290.160004,69727800,"Friday",NA,1.265635806,"4/15/19",290.23999,290.350006,289.079987,289.970001,49596700,"Monday",1,0.676594518196287,1,0.055173793,1,0.02756617,1.000275662,0,-0.065482147,0,0,"Baseline","Baseline",-1.2,1,0,"","","","","Apr",0,0,1.26563580557275,"Even","Even",0,0,1,1
"4/22/19 to 4/29/19","4/25/19",292.119995,292.779999,290.730011,292.049988,57770900,"Thursday","2019-04-26",292.100006,293.48999,291.23999,293.410004,50916400,"Friday",NA,0.881350299,"4/29/19",293.51001,294.450012,293.410004,293.869995,57197700,"Monday",1,0.465679183660857,1,0.44847585521789,1,0.034084046,1.00034084,1,0.156774136440148,0,0,"Baseline","Baseline",0.100000000000008,1,0,"","","","","Apr",0,0,0.881350299199078,"Even","Even",0,1,1,1
"4/29/19 to 5/6/19","5/2/19",291.679993,292.700012,289.519989,291.179993,65030200,"Thursday","2019-05-03",292.820007,294.339996,291.299988,294.029999,56543700,"Friday",NA,0.869499094,"5/6/19",289.25,293.309998,288.899994,292.820007,107198100,"Monday",1,0.978778098947186,1,0.413220399,0,-1.625684119,0.983743159,0,-0.411519914,0,1,"Baseline","",0,0,1,"5/1/19","Pause","Match","","May",0,0,0.869499094266971,"Odd","Even",0,0,1,1
"5/6/19 to 5/13/19","5/9/19",285.230011,287.329987,283.299988,286.660004,103471100,"Thursday","2019-05-10",285.619995,288.940002,282.299988,288.100006,112429300,"Friday",NA,1.086576832,"5/13/19",282.420013,283.48999,279.929993,280.859985,127290500,"Monday",1,0.502337954,1,0.868290401027418,0,-1.97153519,0.980284648,0,-2.513023551,0,0,"Baseline","",0,0,0,"","","","","May",0,0,1.08657683159839,"Odd","Even",1,0,1,1
